id,name,type,start_time,finish_time,event_date,st_envelope
88,Campus Centre,fashion_beauty,12,14,"May 11, 2019",0103000020E610000001000000050000005303CDE7DC855CC0DC51F75C018849405303CDE7DC855CC036A737482D884940A1EAA1C7B9855CC036A737482D884940A1EAA1C7B9855CC0DC51F75C018849405303CDE7DC855CC0DC51F75C01884940
1300,The Standard Life Tower,dance,10,12,"May 28, 2019",0103000020E61000000100000005000000BF88111DDD845CC031EAFFC12C864940BF88111DDD845CC0F44421133A864940070D58CDCE845CC0F44421133A864940070D58CDCE845CC031EAFFC12C864940BF88111DDD845CC031EAFFC12C864940
1425,707 Fifth,fashion_beauty,16,18,"June 8, 2019",0103000020E61000000100000005000000DB0539DED3845CC0A995534CEF854940DB0539DED3845CC0B488CD6CFC854940B27D6DA2BB845CC0B488CD6CFC854940B27D6DA2BB845CC0A995534CEF854940DB0539DED3845CC0A995534CEF854940
3300,6 Street SW,music,9,11,"June 2, 2019",0103000020E6100000010000000500000026EA6058D9845CC0CDE440B4FB85494026EA6058D9845CC0D1538957FE85494074AC9C07C1845CC0D1538957FE85494074AC9C07C1845CC0CDE440B4FB85494026EA6058D9845CC0CDE440B4FB854940
6269,Service Alberta Building,arts,18,20,"June 1, 2019",0103000020E61000000100000005000000B9084268F3845CC0CE29125D61864940B9084268F3845CC09F6637E96C864940D02456EBE9845CC09F6637E96C864940D02456EBE9845CC0CE29125D61864940B9084268F3845CC0CE29125D61864940
6270,Pavilions of Eau Claire,beliefs,16,18,"May 19, 2019",0103000020E6100000010000000500000004CB6CEB02855CC0C05EBC7A7086494004CB6CEB02855CC0F239C1487986494096D9D605F2845CC0F239C1487986494096D9D605F2845CC0C05EBC7A7086494004CB6CEB02855CC0C05EBC7A70864940
7958,Heritage Hall,learning,10,12,"May 27, 2019",0103000020E61000000100000005000000207AF76CC2855CC03F236CD333884940207AF76CC2855CC023A9E04B3C8849405BB79CA6AA855CC023A9E04B3C8849405BB79CA6AA855CC03F236CD333884940207AF76CC2855CC03F236CD333884940
7959,Stan Grad Centre,dance,11,13,"June 27, 2019",0103000020E61000000100000005000000A82C5448C3855CC0FA8B8F053B884940A82C5448C3855CC0BA1050864F8849409188DF03AA855CC0BA1050864F8849409188DF03AA855CC0FA8B8F053B884940A82C5448C3855CC0FA8B8F053B884940
7957,Johnson-Cobbe Energy Centre,learning,13,15,"May 29, 2019",0103000020E61000000100000005000000B69F8CF1E1855CC05B1F7B6242884940B69F8CF1E1855CC070F6BD3C538849403B504C83C7855CC070F6BD3C538849403B504C83C7855CC05B1F7B6242884940B69F8CF1E1855CC05B1F7B6242884940
11717,Eighth Avenue Place West,film,12,14,"May 22, 2019",0103000020E61000000100000005000000A85725ECB6845CC0534DFF48C7854940A85725ECB6845CC0E49B12B5D9854940D6E07D55AE845CC0E49B12B5D9854940D6E07D55AE845CC0534DFF48C7854940A85725ECB6845CC0534DFF48C7854940
12846,McDougall Parkade Pedestrian Entrance,sport_fitness,10,12,"June 6, 2019",0103000020E61000000100000005000000093C8B39E3845CC009A69A594B864940093C8B39E3845CC04292FE0351864940C852358BE1845CC04292FE0351864940C852358BE1845CC009A69A594B864940093C8B39E3845CC009A69A594B864940
13058,Prince's Crossing,tech,10,12,"June 30, 2019",0103000020E61000000100000005000000FF243E7702855CC0C440D7BE80864940FF243E7702855CC0CAD875148C8649408DB38E4FED845CC0CAD875148C8649408DB38E4FED845CC0C440D7BE80864940FF243E7702855CC0C440D7BE80864940
15474,Metropole Apartments,food_drink,12,14,"June 27, 2019",0103000020E6100000010000000500000013769B815B855CC0FF93BF7B4787494013769B815B855CC077A5C05D51874940E197FA7953855CC077A5C05D51874940E197FA7953855CC0FF93BF7B4787494013769B815B855CC0FF93BF7B47874940
2149,Eighth Avenue Place,film,17,19,"May 21, 2019",0103000020E610000001000000050000005AA038DBB7845CC0FAAB110BC68549405AA038DBB7845CC05551BCCADA854940F44993F796845CC05551BCCADA854940F44993F796845CC0FAAB110BC68549405AA038DBB7845CC0FAAB110BC6854940
12540,Calgary Courts Centre,social,9,11,"June 6, 2019",0103000020E61000000100000005000000BB8C518DCD845CC028BBF48A02864940BB8C518DCD845CC088CFE7ED19864940D023EB15BB845CC088CFE7ED19864940D023EB15BB845CC028BBF48A02864940BB8C518DCD845CC028BBF48A02864940
13062,Chateau LaCaille,writing,15,17,"June 1, 2019",0103000020E610000001000000050000007469B23511855CC001A83D80A08649407469B23511855CC0889CBE9EAF8649402CF6F29606855CC0889CBE9EAF8649402CF6F29606855CC001A83D80A08649407469B23511855CC001A83D80A0864940
6264,Bradie Building,food_drink,15,17,"May 12, 2019",0103000020E61000000100000005000000332B2515D7845CC0D795856522864940332B2515D7845CC09DD43CEC2A86494019309287CF845CC09DD43CEC2A86494019309287CF845CC0D795856522864940332B2515D7845CC0D795856522864940
91,Thomas Riley Building,tech,18,20,"June 10, 2019",0103000020E61000000100000005000000CFC53AB0F7855CC015B9F13856884940CFC53AB0F7855CC0BB0F9B238688494013DD0E68C4855CC0BB0F9B238688494013DD0E68C4855CC015B9F13856884940CFC53AB0F7855CC015B9F13856884940
