id,name,type,start_time,finish_time,event_date,st_envelope
4,MacEwan Student Centre,film,8,10,"May 24, 2019",0103000020E6100000010000000500000026EB26E77A885CC03C1570CFF389494026EB26E77A885CC0C24EB16A108A4940A5B09CCE5F885CC0C24EB16A108A4940A5B09CCE5F885CC03C1570CFF389494026EB26E77A885CC03C1570CFF3894940
5,Social Sciences,tech,11,13,"May 14, 2019",0103000020E61000000100000005000000FF507AF024885CC065EBCF34178A4940FF507AF024885CC0EC3B759B268A4940A6304A2B19885CC0EC3B759B268A4940A6304A2B19885CC065EBCF34178A4940FF507AF024885CC065EBCF34178A4940
7,Mathematical Sciences,beliefs,11,13,"May 22, 2019",0103000020E61000000100000005000000D51F065F3D885CC066063B0F388A4940D51F065F3D885CC06743FE99418A4940A0BE0A9524885CC06743FE99418A4940A0BE0A9524885CC066063B0F388A4940D51F065F3D885CC066063B0F388A4940
8,Science A,tech,18,20,"June 13, 2019",0103000020E610000001000000050000000FE72B9240885CC0D83C5810148A49400FE72B9240885CC0368D92FC2D8A49405174136B27885CC0368D92FC2D8A49405174136B27885CC0D83C5810148A49400FE72B9240885CC0D83C5810148A4940
9,Scurfield Hall,food_drink,17,19,"May 18, 2019",0103000020E610000001000000050000003212EB9E06885CC007E28629DB8949403212EB9E06885CC0A284F46FF2894940FC45BF6CF1875CC0A284F46FF2894940FC45BF6CF1875CC007E28629DB8949403212EB9E06885CC007E28629DB894940
10,Education Tower,writing,10,12,"June 11, 2019",0103000020E61000000100000005000000E27FE14B17885CC0A9E5BD20D8894940E27FE14B17885CC09E5A22BCE2894940A081A2C30D885CC09E5A22BCE2894940A081A2C30D885CC0A9E5BD20D8894940E27FE14B17885CC0A9E5BD20D8894940
11,Education Block,music,15,17,"June 19, 2019",0103000020E61000000100000005000000A8E90EBD20885CC0D7EFD302C5894940A8E90EBD20885CC0A1585D3DDD8949406FF4311F10885CC0A1585D3DDD8949406FF4311F10885CC0D7EFD302C5894940A8E90EBD20885CC0D7EFD302C5894940
12,MacKimmie Block,music,12,14,"May 22, 2019",0103000020E61000000100000005000000AE3ABC314E885CC0366CA521F4894940AE3ABC314E885CC02F3F26080D8A49400038F6EC39885CC02F3F26080D8A49400038F6EC39885CC0366CA521F4894940AE3ABC314E885CC0366CA521F4894940
13,MacKimmie Tower,arts,9,11,"May 15, 2019",0103000020E61000000100000005000000D7AAB8CC44885CC092AC6818E3894940D7AAB8CC44885CC066101FD8F1894940B91803EB38885CC066101FD8F1894940B91803EB38885CC092AC6818E3894940D7AAB8CC44885CC092AC6818E3894940
15,Biological Sciences,music,10,12,"June 4, 2019",0103000020E61000000100000005000000A29927D714885CC084A0A3552D8A4940A29927D714885CC03431B841488A4940D758784DFE875CC03431B841488A4940D758784DFE875CC084A0A3552D8A4940A29927D714885CC084A0A3552D8A4940
16,Olympic Oval,beliefs,17,19,"May 29, 2019",0103000020E610000001000000050000003EF262BCC1885CC07A6F0C01C08949403EF262BCC1885CC0C9C3E7F3F6894940AB5D13D29A885CC0C9C3E7F3F6894940AB5D13D29A885CC07A6F0C01C08949403EF262BCC1885CC07A6F0C01C0894940
17,Murray Fraser Hall,social,11,13,"June 10, 2019",0103000020E610000001000000050000007A9D1E2540885CC0062FFA0AD28949407A9D1E2540885CC03CB0D293E88949407C3084F730885CC03CB0D293E88949407C3084F730885CC0062FFA0AD28949407A9D1E2540885CC0062FFA0AD2894940
18,Professional Faculties,fashion_beauty,12,14,"June 26, 2019",0103000020E61000000100000005000000A8902BF52C885CC0085E8830D9894940A8902BF52C885CC0F94784EBF689494092F2EE2312885CC0F94784EBF689494092F2EE2312885CC0085E8830D9894940A8902BF52C885CC0085E8830D9894940
2,Art Parkade,fashion_beauty,11,13,"May 5, 2019",0103000020E6100000010000000500000068A384AA62885CC083D3CCA49789494068A384AA62885CC0C0B0FCF9B68949402989361147885CC0C0B0FCF9B68949402989361147885CC083D3CCA49789494068A384AA62885CC083D3CCA497894940
3,EEEL Building,outdoor_adventure,10,12,"June 2, 2019",0103000020E61000000100000005000000C2BA963556885CC03136BE405A8A4940C2BA963556885CC067DC2FFA658A4940888B92463B885CC067DC2FFA658A4940888B92463B885CC03136BE405A8A4940C2BA963556885CC03136BE405A8A4940
6,Administration,outdoor_adventure,16,18,"May 18, 2019",0103000020E61000000100000005000000B9FB1C1F2D885CC09005966DF1894940B9FB1C1F2D885CC0D4015A04108A49408ED7721D19885CC0D4015A04108A49408ED7721D19885CC09005966DF1894940B9FB1C1F2D885CC09005966DF1894940
33,Safeway,social,11,13,"May 6, 2019",0103000020E610000001000000050000001547D4FA117F5CC02CC71AE4E48649401547D4FA117F5CC03106D671FC864940C46EE9E2007F5CC03106D671FC864940C46EE9E2007F5CC02CC71AE4E48649401547D4FA117F5CC02CC71AE4E4864940
36,Supply Chain Management Regional Distribution Centre,social,18,20,"May 24, 2019",0103000020E61000000100000005000000737C597F707F5CC02463B5F97F8B4940737C597F707F5CC029B4ACFBC78B49400DED52D9E67E5CC029B4ACFBC78B49400DED52D9E67E5CC02463B5F97F8B4940737C597F707F5CC02463B5F97F8B4940
37,Max Bell Arena,writing,17,19,"June 19, 2019",0103000020E61000000100000005000000C93E236C53805CC0AEDE97E94D854940C93E236C53805CC0350DE59F74854940909955E938805CC0350DE59F74854940909955E938805CC0AEDE97E94D854940C93E236C53805CC0AEDE97E94D854940
73,JOEY Crowfoot,dance,15,17,"May 26, 2019",0103000020E610000001000000050000004B6EB99FF88C5CC0EF91CD55F38F49404B6EB99FF88C5CC01F532DD8FC8F494049B5F40DF18C5CC01F532DD8FC8F494049B5F40DF18C5CC0EF91CD55F38F49404B6EB99FF88C5CC0EF91CD55F38F4940
74,Safeway Wine & Spirits Crowfoot,writing,9,11,"June 29, 2019",0103000020E61000000100000005000000466C66E3F78C5CC0FDD6F3DA11904940466C66E3F78C5CC0ECD6D75F1B9049403EF669CBEF8C5CC0ECD6D75F1B9049403EF669CBEF8C5CC0FDD6F3DA11904940466C66E3F78C5CC0FDD6F3DA11904940
22,Science Theatres,sport_fitness,15,17,"May 30, 2019",0103000020E61000000100000005000000DC10E3352F885CC0300F99F2218A4940DC10E3352F885CC00A19236D3E8A4940230D13B218885CC00A19236D3E8A4940230D13B218885CC0300F99F2218A4940DC10E3352F885CC0300F99F2218A4940
27,Repsol Sport Centre,dance,11,13,"May 23, 2019",0103000020E610000001000000050000001BE5AAC31B845CC02C09F599588449401BE5AAC31B845CC047DD730580844940A0C37C7901845CC047DD730580844940A0C37C7901845CC02C09F599588449401BE5AAC31B845CC02C09F59958844940
34,Home Depot,arts,18,20,"May 13, 2019",0103000020E61000000100000005000000A1061DBE167F5CC0E17F2BD9B1864940A1061DBE167F5CC035400EEFDE864940CBD53494FF7E5CC035400EEFDE864940CBD53494FF7E5CC0E17F2BD9B1864940A1061DBE167F5CC0E17F2BD9B1864940
