id,name,type,start_time,finish_time,event_date,st_envelope
1369,Stock Exchange Tower,social,14,16,"May 18, 2019",0103000020E610000001000000050000001FA0FB7266845CC0719417F4398649401FA0FB7266845CC05927785446864940AF5DDA7058845CC05927785446864940AF5DDA7058845CC0719417F4398649401FA0FB7266845CC0719417F439864940
2137,Calgary Place I,health_wellness,16,18,"June 8, 2019",0103000020E610000001000000050000006036A6CC72845CC0299A62693B8649406036A6CC72845CC0A782401D45864940FA4A7BDE68845CC0A782401D45864940FA4A7BDE68845CC0299A62693B8649406036A6CC72845CC0299A62693B864940
2258,Calgary Petroleum Club,outdoor_adventure,8,10,"June 9, 2019",0103000020E61000000100000005000000689258526E845CC015CF8F7527864940689258526E845CC068D02BF9338649403EDC1F3963845CC068D02BF9338649403EDC1F3963845CC015CF8F7527864940689258526E845CC015CF8F7527864940
2259,Centrium Place,dance,18,20,"June 24, 2019",0103000020E610000001000000050000006114A9D57C845CC0C84274081C8649406114A9D57C845CC039B9DFA1288649400D3BE70272845CC039B9DFA1288649400D3BE70272845CC0C84274081C8649406114A9D57C845CC0C84274081C864940
2263,First Canadian Centre,tech,15,17,"May 9, 2019",0103000020E610000001000000050000009DA5BFF27B845CC0DF443EF9058649409DA5BFF27B845CC0378710FC148649401E9D048074845CC0378710FC148649401E9D048074845CC0DF443EF9058649409DA5BFF27B845CC0DF443EF905864940
2275,Holt Renfrew,outdoor_adventure,8,10,"May 3, 2019",0103000020E61000000100000005000000C201E3CFA6845CC02EC55565DF854940C201E3CFA6845CC0E089B4E8F885494060BB6A5496845CC0E089B4E8F885494060BB6A5496845CC02EC55565DF854940C201E3CFA6845CC02EC55565DF854940
2247,Calgary Place,social,11,13,"June 12, 2019",0103000020E6100000010000000500000008E9842B7B845CC06A1327F73B86494008E9842B7B845CC0DC508C87528649404C4E925360845CC0DC508C87528649404C4E925360845CC06A1327F73B86494008E9842B7B845CC06A1327F73B864940
7125,Jamieson Place,outdoor_adventure,11,13,"May 17, 2019",0103000020E610000001000000050000003DD34B8C65845CC06791370A5A8649403DD34B8C65845CC04399FC05718649400303AD6557845CC04399FC05718649400303AD6557845CC06791370A5A8649403DD34B8C65845CC06791370A5A864940
10069,City of Calgary Emergency Operations Centre,fashion_beauty,12,14,"May 23, 2019",0103000020E6100000010000000500000028F1B913EC835CC0D4426E2B6287494028F1B913EC835CC03C3DA5396887494089EE59D7E8835CC03C3DA5396887494089EE59D7E8835CC0D4426E2B6287494028F1B913EC835CC0D4426E2B62874940
11716,Eighth Avenue Place East,arts,11,13,"June 15, 2019",0103000020E61000000100000005000000E7673403A6845CC0F0F55A75C2854940E7673403A6845CC0FE1D9B2ED58549409E78735D9D845CC0FE1D9B2ED58549409E78735D9D845CC0F0F55A75C2854940E7673403A6845CC0F0F55A75C2854940
13317,Jamieson Place Building,music,11,13,"June 18, 2019",0103000020E61000000100000005000000868E1D5462845CC03DF8E4BC5A864940868E1D5462845CC0DBE67C676A864940D983FF6357845CC0DBE67C676A864940D983FF6357845CC03DF8E4BC5A864940868E1D5462845CC03DF8E4BC5A864940
14588,TD Canada Trust Tower,health_wellness,11,13,"June 17, 2019",0103000020E610000001000000050000006FC61FFB8F845CC0C8FCEDFCEC8549406FC61FFB8F845CC0571C7343F8854940FE0A992B83845CC0571C7343F8854940FE0A992B83845CC0C8FCEDFCEC8549406FC61FFB8F845CC0C8FCEDFCEC854940
33308,Calgary Inter-Mennonite Church,beliefs,15,17,"May 17, 2019",0103000020E61000000100000005000000304ED76E96835CC0C240C69228884940304ED76E96835CC0268A35012B8849400E84640193835CC0268A35012B8849400E84640193835CC0C240C69228884940304ED76E96835CC0C240C69228884940
33309,Taco Bell,dance,18,20,"May 12, 2019",0103000020E61000000100000005000000B053516191835CC0FA9CBB5D2F884940B053516191835CC069609AD832884940CF786C158E835CC069609AD832884940CF786C158E835CC0FA9CBB5D2F884940B053516191835CC0FA9CBB5D2F884940
2149,Eighth Avenue Place,film,17,19,"May 21, 2019",0103000020E610000001000000050000005AA038DBB7845CC0FAAB110BC68549405AA038DBB7845CC05551BCCADA854940F44993F796845CC05551BCCADA854940F44993F796845CC0FAAB110BC68549405AA038DBB7845CC0FAAB110BC6854940
2276,Calgary Eaton Centre,health_wellness,14,16,"May 14, 2019",0103000020E61000000100000005000000509033A891845CC05F077360DE854940509033A891845CC034A8ECAAF6854940BFE8972D7E845CC034A8ECAAF6854940BFE8972D7E845CC05F077360DE854940509033A891845CC05F077360DE854940
3878,Shaw Building,pets,17,19,"June 15, 2019",0103000020E61000000100000005000000C20F73EE9B845CC0DEA74F17CE854940C20F73EE9B845CC0C69C0C33D98549404803D3C496845CC0C69C0C33D98549404803D3C496845CC0DEA74F17CE854940C20F73EE9B845CC0DEA74F17CE854940
6278,Livingston Place West Tower,fashion_beauty,8,10,"May 23, 2019",0103000020E61000000100000005000000EF963F3A50845CC0C6AEA3607C864940EF963F3A50845CC0C3C716388F864940A662635E47845CC0C3C716388F864940A662635E47845CC0C6AEA3607C864940EF963F3A50845CC0C6AEA3607C864940
