id,name,type,start_time,finish_time,event_date,st_envelope
27,Repsol Sport Centre,dance,11,13,"May 23, 2019",0103000020E610000001000000050000001BE5AAC31B845CC02C09F599588449401BE5AAC31B845CC047DD730580844940A0C37C7901845CC047DD730580844940A0C37C7901845CC02C09F599588449401BE5AAC31B845CC02C09F59958844940
83,CIBC,beliefs,14,16,"June 16, 2019",0103000020E61000000100000005000000EFFBDC75DB865CC05E752ED681884940EFFBDC75DB865CC0E3C4573B8A8849401D401AA9D2865CC0E3C4573B8A8849401D401AA9D2865CC05E752ED681884940EFFBDC75DB865CC05E752ED681884940
87,Clayton Carroll Automotive Centre,arts,11,13,"May 27, 2019",0103000020E610000001000000050000000DFCA886FD855CC0DEFD96A5428849400DFCA886FD855CC00CEFCDCA518849409588A6A2E7855CC00CEFCDCA518849409588A6A2E7855CC0DEFD96A5428849400DFCA886FD855CC0DEFD96A542884940
405,Chinook Centre West Parkade,social,10,12,"June 17, 2019",0103000020E610000001000000050000000B934EC9DE845CC06726BD14C37F49400B934EC9DE845CC0C69C0C33D97F494091C2AB9BC1845CC0C69C0C33D97F494091C2AB9BC1845CC06726BD14C37F49400B934EC9DE845CC06726BD14C37F4940
458,Hillhurst Sunnyside Community Association,social,8,10,"June 24, 2019",0103000020E61000000100000005000000A5A54D30F7855CC0A62325E252874940A5A54D30F7855CC03802A72D6487494042CF66D5E7855CC03802A72D6487494042CF66D5E7855CC0A62325E252874940A5A54D30F7855CC0A62325E252874940
511,Calgary Tower,beliefs,9,11,"June 14, 2019",0103000020E6100000010000000500000069519FE40E845CC0F8D2252DA685494069519FE40E845CC0BDA94885B1854940331587D805845CC0BDA94885B1854940331587D805845CC0F8D2252DA685494069519FE40E845CC0F8D2252DA6854940
711,Calgary Public Library - Louise Riley Branch,dance,8,10,"May 26, 2019",0103000020E610000001000000050000004C080C48B1865CC053ECC3D55C8849404C080C48B1865CC0E473DD4A658849408B27CCC5A9865CC0E473DD4A658849408B27CCC5A9865CC053ECC3D55C8849404C080C48B1865CC053ECC3D55C884940
862,Flamingo Block,dance,12,14,"May 22, 2019",0103000020E61000000100000005000000E1A58A98C8835CC0E4FAD23659854940E1A58A98C8835CC0B47977BF65854940FA97A432C5835CC0B47977BF65854940FA97A432C5835CC0E4FAD23659854940E1A58A98C8835CC0E4FAD23659854940
872,Edward's Place,arts,10,12,"May 27, 2019",0103000020E61000000100000005000000D32C75359E835CC0FE0868C7B2854940D32C75359E835CC0107DD2E4BD85494094C2BCC799835CC0107DD2E4BD85494094C2BCC799835CC0FE0868C7B2854940D32C75359E835CC0FE0868C7B2854940
855,Fairey Terrace,arts,17,19,"June 6, 2019",0103000020E6100000010000000500000070E93D3A9A835CC0E08849134A85494070E93D3A9A835CC003AA2457568549403BDF4F8D97835CC003AA2457568549403BDF4F8D97835CC0E08849134A85494070E93D3A9A835CC0E08849134A854940
881,First Street Plaza,arts,18,20,"June 10, 2019",0103000020E610000001000000050000000200B672E5835CC00CEFCDCA518649400200B672E5835CC001F4A0455B86494058891E9DDF835CC001F4A0455B86494058891E9DDF835CC00CEFCDCA518649400200B672E5835CC00CEFCDCA51864940
937,Peters' Drive-In,beliefs,18,20,"June 28, 2019",0103000020E61000000100000005000000476B56C7BB835CC04BFECCC584884940476B56C7BB835CC0DEF3B2DC8888494067DE605EB6835CC0DEF3B2DC8888494067DE605EB6835CC04BFECCC584884940476B56C7BB835CC04BFECCC584884940
1056,7-Eleven,beliefs,10,12,"May 22, 2019",0103000020E61000000100000005000000CE95F727A7835CC0468F842282884940CE95F727A7835CC02DF98ED08588494042AB387AA1835CC02DF98ED08588494042AB387AA1835CC0468F842282884940CE95F727A7835CC0468F842282884940
1020,Stampede Corral,social,8,10,"June 15, 2019",0103000020E610000001000000050000004AB6BA9C92835CC0B7D5AC33BE8449404AB6BA9C92835CC0CAE2FE23D3844940E84427F073835CC0CAE2FE23D3844940E84427F073835CC0B7D5AC33BE8449404AB6BA9C92835CC0B7D5AC33BE844940
1151,Calgary Chinese Cultural Centre,arts,14,16,"June 18, 2019",0103000020E61000000100000005000000737511F035845CC04583143C85864940737511F035845CC0AA6EE4709C8649402BE510CC2C845CC0AA6EE4709C8649402BE510CC2C845CC04583143C85864940737511F035845CC04583143C85864940
1152,Opulence Centre,dance,15,17,"June 22, 2019",0103000020E610000001000000050000005C3233D8F9835CC0D54EDE115F8649405C3233D8F9835CC01D8E53196B864940D1C0D9F7F2835CC01D8E53196B864940D1C0D9F7F2835CC0D54EDE115F8649405C3233D8F9835CC0D54EDE115F864940
1238,Chinook Centre Professional Building,arts,9,11,"June 3, 2019",0103000020E61000000100000005000000F779E7ABBF845CC082D94EA5B07F4940F779E7ABBF845CC03866D993C07F494019F6C5EFB7845CC03866D993C07F494019F6C5EFB7845CC082D94EA5B07F4940F779E7ABBF845CC082D94EA5B07F4940
1244,Trimac House,beliefs,14,16,"May 8, 2019",0103000020E6100000010000000500000025D4676215855CC0E92F4F424486494025D4676215855CC08ABAC5B24F8649403CDFAA460A855CC08ABAC5B24F8649403CDFAA460A855CC0E92F4F424486494025D4676215855CC0E92F4F4244864940
1149,Devon Tower,beliefs,13,15,"May 16, 2019",0103000020E610000001000000050000005EEE38EA8D845CC03B01A83D808649405EEE38EA8D845CC07BD399208F86494088951B5682845CC07BD399208F86494088951B5682845CC03B01A83D808649405EEE38EA8D845CC03B01A83D80864940
1262,Sun Life Plaza East Tower,beliefs,8,10,"June 9, 2019",0103000020E6100000010000000500000047E3F50519845CC0228150285586494047E3F50519845CC0BCE6FAE362864940D4B9A29410845CC0BCE6FAE362864940D4B9A29410845CC0228150285586494047E3F50519845CC02281502855864940
1266,Kingston Tower,arts,12,14,"June 28, 2019",0103000020E61000000100000005000000461F98488E845CC0E5B67D8FFA844940461F98488E845CC06B6E3B230085494014F6A39787845CC06B6E3B230085494014F6A39787845CC0E5B67D8FFA844940461F98488E845CC0E5B67D8FFA844940
1219,Chartwell Eau Claire,social,9,11,"June 32, 2019",0103000020E610000001000000050000005A8B057415855CC0BA87DFA8708649405A8B057415855CC01A0F5B1F7B864940900B186E0A855CC01A0F5B1F7B864940900B186E0A855CC0BA87DFA8708649405A8B057415855CC0BA87DFA870864940
1222,Livingston House,arts,12,14,"May 28, 2019",0103000020E6100000010000000500000042AB387A21855CC03084F7B07286494042AB387A21855CC06E556D927A864940E20CB4F116855CC06E556D927A864940E20CB4F116855CC03084F7B07286494042AB387A21855CC03084F7B072864940
1234,McCrum's Office Furnishings,dance,11,13,"May 14, 2019",0103000020E610000001000000050000004029A44632845CC0DDBEFD6FDB8049404029A44632845CC0DC3A4904F48049408EF7F42224845CC0DC3A4904F48049408EF7F42224845CC0DDBEFD6FDB8049404029A44632845CC0DDBEFD6FDB804940
1298,McFarlane Tower,beliefs,12,14,"June 8, 2019",0103000020E610000001000000050000007694394CEA845CC0161E8F74618649407694394CEA845CC0D4658C6A6C864940691F86B1E0845CC0D4658C6A6C864940691F86B1E0845CC0161E8F74618649407694394CEA845CC0161E8F7461864940
1300,The Standard Life Tower,dance,10,12,"May 28, 2019",0103000020E61000000100000005000000BF88111DDD845CC031EAFFC12C864940BF88111DDD845CC0F44421133A864940070D58CDCE845CC0F44421133A864940070D58CDCE845CC031EAFFC12C864940BF88111DDD845CC031EAFFC12C864940
1308,BEST WESTERN PLUS Calgary Centre Inn,beliefs,13,15,"May 18, 2019",0103000020E610000001000000050000007D0970D5D0835CC068B4B002D78249407D0970D5D0835CC0FCB84780E4824940CAB1AB7FC6835CC0FCB84780E4824940CAB1AB7FC6835CC068B4B002D78249407D0970D5D0835CC068B4B002D7824940
1338,Zedi,beliefs,13,15,"June 6, 2019",0103000020E610000001000000050000004FA26F1C42855CC0E2B5A6D4808549404FA26F1C42855CC0590927B38B854940F5EB980439855CC0590927B38B854940F5EB980439855CC0E2B5A6D4808549404FA26F1C42855CC0E2B5A6D480854940
1352,Calgary House,dance,11,13,"May 12, 2019",0103000020E610000001000000050000001AD18778B5845CC04F7633A31F8649401AD18778B5845CC0D25DC8D92A864940791563AAAA845CC0D25DC8D92A864940791563AAAA845CC04F7633A31F8649401AD18778B5845CC04F7633A31F864940
1354,Edinburgh Place,beliefs,16,18,"June 30, 2019",0103000020E61000000100000005000000130B7C4537855CC0B093556C27864940130B7C4537855CC0C3AB9B41328649400927B38B33855CC0C3AB9B41328649400927B38B33855CC0B093556C27864940130B7C4537855CC0B093556C27864940
1369,Stock Exchange Tower,social,14,16,"May 18, 2019",0103000020E610000001000000050000001FA0FB7266845CC0719417F4398649401FA0FB7266845CC05927785446864940AF5DDA7058845CC05927785446864940AF5DDA7058845CC0719417F4398649401FA0FB7266845CC0719417F439864940
1370,Bow Valley Square 2,arts,17,19,"May 11, 2019",0103000020E61000000100000005000000DB6CACC43C845CC0686B8EBD28864940DB6CACC43C845CC04C39BAA530864940FFF7962831845CC04C39BAA530864940FFF7962831845CC0686B8EBD28864940DB6CACC43C845CC0686B8EBD28864940
1340,Petrowest Plaza,beliefs,18,20,"May 21, 2019",0103000020E61000000100000005000000D9CAF04435855CC0FBD1CB834F854940D9CAF04435855CC061167F805A8549405FAD7F7C2E855CC061167F805A8549405FAD7F7C2E855CC0FBD1CB834F854940D9CAF04435855CC0FBD1CB834F854940
1342,Panorama Court,arts,13,15,"June 27, 2019",0103000020E61000000100000005000000C381902CE0845CC0D9BDCBFBEE844940C381902CE0845CC0C482B174F48449402E2F0ACCD4845CC0C482B174F48449402E2F0ACCD4845CC0D9BDCBFBEE844940C381902CE0845CC0D9BDCBFBEE844940
1343,The Kildare,dance,8,10,"May 20, 2019",0103000020E61000000100000005000000C80E852A10855CC028CF616303854940C80E852A10855CC08E75711B0D8549404DBA2D910B855CC08E75711B0D8549404DBA2D910B855CC028CF616303854940C80E852A10855CC028CF616303854940
1350,Alberta Corner,dance,14,16,"June 2, 2019",0103000020E6100000010000000500000098E19A9633855CC016E016878E85494098E19A9633855CC052770A5E99854940850BD4BD29855CC052770A5E99854940850BD4BD29855CC016E016878E85494098E19A9633855CC016E016878E854940
1426,Five Ten Fifth,beliefs,10,12,"May 24, 2019",0103000020E61000000100000005000000865968E7B4845CC04227DFC72C864940865968E7B4845CC0D260095A37864940ACD16174AF845CC0D260095A37864940ACD16174AF845CC04227DFC72C864940865968E7B4845CC04227DFC72C864940
2134,Century Park Place,arts,12,14,"June 1, 2019",0103000020E6100000010000000500000076E679CB30855CC0BC28D599D685494076E679CB30855CC057804AF0E18549401A41745229855CC057804AF0E18549401A41745229855CC0BC28D599D685494076E679CB30855CC0BC28D599D6854940
2135,The Devenish Building,social,15,17,"June 1, 2019",0103000020E61000000100000005000000FA8678DA50855CC0B42BE395DA844940FA8678DA50855CC0C9F9AC7CE0844940E6B2D1393F855CC0C9F9AC7CE0844940E6B2D1393F855CC0B42BE395DA844940FA8678DA50855CC0B42BE395DA844940
2139,Lucerne,dance,8,10,"June 5, 2019",0103000020E61000000100000005000000AD0F90D4E7845CC0238E2BE400854940AD0F90D4E7845CC055B1E72109854940F0C572A6E4845CC055B1E72109854940F0C572A6E4845CC0238E2BE400854940AD0F90D4E7845CC0238E2BE400854940
2146,The Pillars,social,10,12,"June 5, 2019",0103000020E61000000100000005000000E9DD0EC3FD845CC0A7131AD2F2844940E9DD0EC3FD845CC0CE041E73F9844940BD9F64BCF7845CC0CE041E73F9844940BD9F64BCF7845CC0A7131AD2F2844940E9DD0EC3FD845CC0A7131AD2F2844940
2147,Drake,arts,18,20,"May 28, 2019",0103000020E610000001000000050000000F762F9C10855CC025F37E92F18449400F762F9C10855CC0A9B23918FB8449407E16F0D709855CC0A9B23918FB8449407E16F0D709855CC025F37E92F18449400F762F9C10855CC025F37E92F1844940
2153,Ng Tower Centre,arts,16,18,"May 18, 2019",0103000020E6100000010000000500000055BDFC4E13845CC071A4D8767F86494055BDFC4E13845CC0BE7273E08B86494061EC736B08845CC0BE7273E08B86494061EC736B08845CC071A4D8767F86494055BDFC4E13845CC071A4D8767F864940
2229,Cequel Energy Lodge,beliefs,18,20,"June 3, 2019",0103000020E61000000100000005000000352F3D505D815CC0EDB8E177D3854940352F3D505D815CC089A0C5ADDD854940161EEA2D54815CC089A0C5ADDD854940161EEA2D54815CC0EDB8E177D3854940352F3D505D815CC0EDB8E177D3854940
2253,Roslyn Building,arts,9,11,"June 29, 2019",0103000020E610000001000000050000007887CA7589845CC0B263C8563C8649407887CA7589845CC08E4EA786478649404DDFC6C180845CC08E4EA786478649404DDFC6C180845CC0B263C8563C8649407887CA7589845CC0B263C8563C864940
2259,Centrium Place,dance,18,20,"June 24, 2019",0103000020E610000001000000050000006114A9D57C845CC0C84274081C8649406114A9D57C845CC039B9DFA1288649400D3BE70272845CC039B9DFA1288649400D3BE70272845CC0C84274081C8649406114A9D57C845CC0C84274081C864940
2274,Bow Parkade - Impark Lot 232,dance,16,18,"June 19, 2019",0103000020E61000000100000005000000275591C055845CC06E10525CFA854940275591C055845CC0FCA2A943138649400BCF4BC546845CC0FCA2A943138649400BCF4BC546845CC06E10525CFA854940275591C055845CC06E10525CFA854940
2247,Calgary Place,social,11,13,"June 12, 2019",0103000020E6100000010000000500000008E9842B7B845CC06A1327F73B86494008E9842B7B845CC0DC508C87528649404C4E925360845CC0DC508C87528649404C4E925360845CC06A1327F73B86494008E9842B7B845CC06A1327F73B864940
2302,Mewata Armoury,social,12,14,"June 8, 2019",0103000020E61000000100000005000000A47E28E2BE855CC0E6406A6EE0854940A47E28E2BE855CC0AAB8718BF9854940F99683EAB0855CC0AAB8718BF9854940F99683EAB0855CC0E6406A6EE0854940A47E28E2BE855CC0E6406A6EE0854940
2283,The Bow,dance,12,14,"May 13, 2019",0103000020E61000000100000005000000DBF236DB01845CC0D77ED70C15864940DBF236DB01845CC0F6BDE1992B864940E0CB8E9EEC835CC0F6BDE1992B864940E0CB8E9EEC835CC0D77ED70C15864940DBF236DB01845CC0D77ED70C15864940
2322,8 West,dance,15,17,"June 24, 2019",0103000020E6100000010000000500000086EFB3803F855CC0C1131F44D785494086EFB3803F855CC08CC11E6EE2854940BA21D79736855CC08CC11E6EE2854940BA21D79736855CC0C1131F44D785494086EFB3803F855CC0C1131F44D7854940
2323,First on Tenth,arts,16,18,"June 27, 2019",0103000020E61000000100000005000000CD9AB3991E845CC03B71395E81854940CD9AB3991E845CC0670B08AD87854940529CA38E0E845CC0670B08AD87854940529CA38E0E845CC03B71395E81854940CD9AB3991E845CC03B71395E81854940
2345,TransAlta Place II,beliefs,17,19,"June 30, 2019",0103000020E61000000100000005000000294014CC18845CC0539B937252854940294014CC18845CC0A1E52FE35C854940E69A5D5210845CC0A1E52FE35C854940E69A5D5210845CC0539B937252854940294014CC18845CC0539B937252854940
2312,Ford Tower,beliefs,18,20,"June 11, 2019",0103000020E610000001000000050000000EAB2E96D8845CC04BF03CA70F8649400EAB2E96D8845CC09F2523C21A864940A18092A7D1845CC09F2523C21A864940A18092A7D1845CC04BF03CA70F8649400EAB2E96D8845CC04BF03CA70F864940
2313,Britannia Building,beliefs,17,19,"June 22, 2019",0103000020E6100000010000000500000015A86A27EF845CC0A4A597BD1186494015A86A27EF845CC00F37F11F1C864940809D9B36E3845CC00F37F11F1C864940809D9B36E3845CC0A4A597BD1186494015A86A27EF845CC0A4A597BD11864940
2317,Huxley Manor,arts,16,18,"May 12, 2019",0103000020E61000000100000005000000261E5036E5845CC08FCB1363F4844940261E5036E5845CC06FA6F8AEF78449401B7FA2B2E1845CC06FA6F8AEF78449401B7FA2B2E1845CC08FCB1363F4844940261E5036E5845CC08FCB1363F4844940
2462,Lewis Lofts,arts,18,20,"June 8, 2019",0103000020E61000000100000005000000728170AA5A845CC0E9D1F99573854940728170AA5A845CC07881EDBB7D8549405EB9DE3653845CC07881EDBB7D8549405EB9DE3653845CC0E9D1F99573854940728170AA5A845CC0E9D1F99573854940
2465,Paramount Life Building,beliefs,11,13,"May 27, 2019",0103000020E61000000100000005000000B0E7C64F3E845CC0254C07A172854940B0E7C64F3E845CC0667220DA7D8549400DEF833D37845CC0667220DA7D8549400DEF833D37845CC0254C07A172854940B0E7C64F3E845CC0254C07A172854940
2469,Manhattan Lofts,social,8,10,"May 13, 2019",0103000020E610000001000000050000007A5B9F283F845CC0B8EA3A54538549407A5B9F283F845CC0C02731636585494037548CF337845CC0C02731636585494037548CF337845CC0B8EA3A54538549407A5B9F283F845CC0B8EA3A5453854940
2470,Clennan Square,beliefs,18,20,"June 22, 2019",0103000020E610000001000000050000004D08670124845CC0B905A62E748549404D08670124845CC0251301987C854940CB15399F15845CC0251301987C854940CB15399F15845CC0B905A62E748549404D08670124845CC0B905A62E74854940
2475,Centennial Parkade (CPA zone 9054),social,12,14,"June 22, 2019",0103000020E6100000010000000500000016C50666E0845CC0C6E63E94C385494016C50666E0845CC0E91B87B0D0854940167F25A1BE845CC0E91B87B0D0854940167F25A1BE845CC0C6E63E94C385494016C50666E0845CC0C6E63E94C3854940
2501,Uptown Place,social,12,14,"June 18, 2019",0103000020E610000001000000050000005382B4B574855CC02FA0BC34EA8449405382B4B574855CC0B52968A4EF844940CDC75AE86F855CC0B52968A4EF844940CDC75AE86F855CC02FA0BC34EA8449405382B4B574855CC02FA0BC34EA844940
2508,Hotel Elan,social,17,19,"June 8, 2019",0103000020E61000000100000005000000FD16F8E5A7855CC0CEA5B8AAEC844940FD16F8E5A7855CC02F055A70F584494077483140A2855CC02F055A70F584494077483140A2855CC0CEA5B8AAEC844940FD16F8E5A7855CC0CEA5B8AAEC844940
2512,The Cavalier,social,18,20,"May 22, 2019",0103000020E610000001000000050000007F7E840687855CC0D1A28856388549407F7E840687855CC0390D51853F854940BD35B05582855CC0390D51853F854940BD35B05582855CC0D1A28856388549407F7E840687855CC0D1A2885638854940
2496,The ShyLui,beliefs,9,11,"May 4, 2019",0103000020E61000000100000005000000D40737BE9B855CC06170CD1DFD844940D40737BE9B855CC09443D5F9018549406045A1C096855CC09443D5F9018549406045A1C096855CC06170CD1DFD844940D40737BE9B855CC06170CD1DFD844940
2497,City View Manor,arts,18,20,"May 12, 2019",0103000020E61000000100000005000000660811BA95855CC052031775F7844940660811BA95855CC0F97E0F0302854940BD7D0C0C8F855CC0F97E0F0302854940BD7D0C0C8F855CC052031775F7844940660811BA95855CC052031775F7844940
2592,Cathedral Church of the Redeemer,social,17,19,"May 11, 2019",0103000020E610000001000000050000009C2E30D0DA835CC0DA4246F6F78549409C2E30D0DA835CC05432A59AFE85494083C94395D0835CC05432A59AFE85494083C94395D0835CC0DA4246F6F78549409C2E30D0DA835CC0DA4246F6F7854940
2626,Jimmy Condon Building,arts,12,14,"June 11, 2019",0103000020E610000001000000050000000B557B2219865CC0D272A087DA8449400B557B2219865CC09908C0E4EB8449409D13D62112865CC09908C0E4EB8449409D13D62112865CC0D272A087DA8449400B557B2219865CC0D272A087DA844940
2635,Fraser Block,beliefs,12,14,"May 13, 2019",0103000020E610000001000000050000009812EE3A40825CC080434D99408549409812EE3A40825CC0F1D35D7E4C854940AC9223F83A825CC0F1D35D7E4C854940AC9223F83A825CC080434D99408549409812EE3A40825CC080434D9940854940
2636,Aull Block,dance,10,12,"June 20, 2019",0103000020E610000001000000050000006A3E9DE13C825CC0C4A92050478549406A3E9DE13C825CC021E868554B8549403C985EAC39825CC021E868554B8549403C985EAC39825CC0C4A92050478549406A3E9DE13C825CC0C4A9205047854940
2637,Burn Block,social,13,15,"June 13, 2019",0103000020E610000001000000050000001D684F1347825CC0EAB4C93C4D8549401D684F1347825CC03BE3FBE252854940D2DF4BE141825CC03BE3FBE252854940D2DF4BE141825CC0EAB4C93C4D8549401D684F1347825CC0EAB4C93C4D854940
2658,Sunalta House,social,12,14,"May 27, 2019",0103000020E610000001000000050000002E8F352303865CC0B48AA3175A8549402E8F352303865CC0A370E25064854940A4DE5339ED855CC0A370E25064854940A4DE5339ED855CC0B48AA3175A8549402E8F352303865CC0B48AA3175A854940
2721,Boston Pizza,arts,9,11,"June 21, 2019",0103000020E6100000010000000500000024D0059A74875CC0215DC7139C88494024D0059A74875CC07023658BA4884940FDD8C9856F875CC07023658BA4884940FDD8C9856F875CC0215DC7139C88494024D0059A74875CC0215DC7139C884940
2723,Travelodge Calgary University,social,14,16,"June 21, 2019",0103000020E61000000100000005000000D66542DD51875CC0E3D98AA2AC884940D66542DD51875CC0F355F2B1BB8849408E791D7148875CC0F355F2B1BB8849408E791D7148875CC0E3D98AA2AC884940D66542DD51875CC0E3D98AA2AC884940
2783,Calgary Public Building,beliefs,11,13,"June 19, 2019",0103000020E610000001000000050000005FD9603CDE835CC025654117C38549405FD9603CDE835CC0BA5BA32FCE854940A0C211A4D2835CC0BA5BA32FCE854940A0C211A4D2835CC025654117C38549405FD9603CDE835CC025654117C3854940
2789,Tribune Block,beliefs,16,18,"May 18, 2019",0103000020E6100000010000000500000051CDF6321B845CC002A150AAD885494051CDF6321B845CC0B596B844E485494005F467E418845CC0B596B844E485494005F467E418845CC002A150AAD885494051CDF6321B845CC002A150AAD8854940
2790,Norman Block,arts,16,18,"May 20, 2019",0103000020E610000001000000050000009E9B919C27845CC0AFFE19EFD88549409E9B919C27845CC06D5A84BDE48549401F93D62920845CC06D5A84BDE48549401F93D62920845CC0AFFE19EFD88549409E9B919C27845CC0AFFE19EFD8854940
2876,Sheldon M. Chumir Health Centre,dance,18,20,"May 8, 2019",0103000020E61000000100000005000000B10F5773A5845CC036AA78C839854940B10F5773A5845CC0B87AA93352854940068772FD96845CC0B87AA93352854940068772FD96845CC036AA78C839854940B10F5773A5845CC036AA78C839854940
2888,Crescent Heights Curling Club,arts,16,18,"May 20, 2019",0103000020E610000001000000050000006691DC5067845CC006F1811DFF8749406691DC5067845CC0F574649B0A8849402738503B57845CC0F574649B0A8849402738503B57845CC006F1811DFF8749406691DC5067845CC006F1811DFF874940
3037,Fortis Alberta The Courtyard,social,15,17,"June 2, 2019",0103000020E61000000100000005000000DDE401767F845CC06C8D5253DC844940DDE401767F845CC04EF3E90CE7844940D6EDA29E74845CC04EF3E90CE7844940D6EDA29E74845CC06C8D5253DC844940DDE401767F845CC06C8D5253DC844940
3223,Centre Street,beliefs,8,10,"June 18, 2019",0103000020E61000000100000005000000A0D7E95102845CC0033D79FDEE854940A0D7E95102845CC0427CBB80F2854940D175E107E7835CC0427CBB80F2854940D175E107E7835CC0033D79FDEE854940A0D7E95102845CC0033D79FDEE854940
3226,Aldred Centre,arts,18,20,"June 16, 2019",0103000020E61000000100000005000000349B6CA8BD855CC0CA1F67F569884940349B6CA8BD855CC013EDCFEA89884940CA3D135097855CC013EDCFEA89884940CA3D135097855CC0CA1F67F569884940349B6CA8BD855CC0CA1F67F569884940
