id,name,type,start_time,finish_time,event_date,st_envelope
27,Repsol Sport Centre,dance,11,13,"May 23, 2019",0103000020E610000001000000050000001BE5AAC31B845CC02C09F599588449401BE5AAC31B845CC047DD730580844940A0C37C7901845CC047DD730580844940A0C37C7901845CC02C09F599588449401BE5AAC31B845CC02C09F59958844940
511,Calgary Tower,beliefs,9,11,"June 14, 2019",0103000020E6100000010000000500000069519FE40E845CC0F8D2252DA685494069519FE40E845CC0BDA94885B1854940331587D805845CC0BDA94885B1854940331587D805845CC0F8D2252DA685494069519FE40E845CC0F8D2252DA6854940
862,Flamingo Block,dance,12,14,"May 22, 2019",0103000020E61000000100000005000000E1A58A98C8835CC0E4FAD23659854940E1A58A98C8835CC0B47977BF65854940FA97A432C5835CC0B47977BF65854940FA97A432C5835CC0E4FAD23659854940E1A58A98C8835CC0E4FAD23659854940
872,Edward's Place,arts,10,12,"May 27, 2019",0103000020E61000000100000005000000D32C75359E835CC0FE0868C7B2854940D32C75359E835CC0107DD2E4BD85494094C2BCC799835CC0107DD2E4BD85494094C2BCC799835CC0FE0868C7B2854940D32C75359E835CC0FE0868C7B2854940
855,Fairey Terrace,arts,17,19,"June 6, 2019",0103000020E6100000010000000500000070E93D3A9A835CC0E08849134A85494070E93D3A9A835CC003AA2457568549403BDF4F8D97835CC003AA2457568549403BDF4F8D97835CC0E08849134A85494070E93D3A9A835CC0E08849134A854940
881,First Street Plaza,arts,18,20,"June 10, 2019",0103000020E610000001000000050000000200B672E5835CC00CEFCDCA518649400200B672E5835CC001F4A0455B86494058891E9DDF835CC001F4A0455B86494058891E9DDF835CC00CEFCDCA518649400200B672E5835CC00CEFCDCA51864940
1020,Stampede Corral,social,8,10,"June 15, 2019",0103000020E610000001000000050000004AB6BA9C92835CC0B7D5AC33BE8449404AB6BA9C92835CC0CAE2FE23D3844940E84427F073835CC0CAE2FE23D3844940E84427F073835CC0B7D5AC33BE8449404AB6BA9C92835CC0B7D5AC33BE844940
1151,Calgary Chinese Cultural Centre,arts,14,16,"June 18, 2019",0103000020E61000000100000005000000737511F035845CC04583143C85864940737511F035845CC0AA6EE4709C8649402BE510CC2C845CC0AA6EE4709C8649402BE510CC2C845CC04583143C85864940737511F035845CC04583143C85864940
1152,Opulence Centre,dance,15,17,"June 22, 2019",0103000020E610000001000000050000005C3233D8F9835CC0D54EDE115F8649405C3233D8F9835CC01D8E53196B864940D1C0D9F7F2835CC01D8E53196B864940D1C0D9F7F2835CC0D54EDE115F8649405C3233D8F9835CC0D54EDE115F864940
1244,Trimac House,beliefs,14,16,"May 8, 2019",0103000020E6100000010000000500000025D4676215855CC0E92F4F424486494025D4676215855CC08ABAC5B24F8649403CDFAA460A855CC08ABAC5B24F8649403CDFAA460A855CC0E92F4F424486494025D4676215855CC0E92F4F4244864940
1149,Devon Tower,beliefs,13,15,"May 16, 2019",0103000020E610000001000000050000005EEE38EA8D845CC03B01A83D808649405EEE38EA8D845CC07BD399208F86494088951B5682845CC07BD399208F86494088951B5682845CC03B01A83D808649405EEE38EA8D845CC03B01A83D80864940
1262,Sun Life Plaza East Tower,beliefs,8,10,"June 9, 2019",0103000020E6100000010000000500000047E3F50519845CC0228150285586494047E3F50519845CC0BCE6FAE362864940D4B9A29410845CC0BCE6FAE362864940D4B9A29410845CC0228150285586494047E3F50519845CC02281502855864940
1266,Kingston Tower,arts,12,14,"June 28, 2019",0103000020E61000000100000005000000461F98488E845CC0E5B67D8FFA844940461F98488E845CC06B6E3B230085494014F6A39787845CC06B6E3B230085494014F6A39787845CC0E5B67D8FFA844940461F98488E845CC0E5B67D8FFA844940
1219,Chartwell Eau Claire,social,9,11,"June 32, 2019",0103000020E610000001000000050000005A8B057415855CC0BA87DFA8708649405A8B057415855CC01A0F5B1F7B864940900B186E0A855CC01A0F5B1F7B864940900B186E0A855CC0BA87DFA8708649405A8B057415855CC0BA87DFA870864940
1222,Livingston House,arts,12,14,"May 28, 2019",0103000020E6100000010000000500000042AB387A21855CC03084F7B07286494042AB387A21855CC06E556D927A864940E20CB4F116855CC06E556D927A864940E20CB4F116855CC03084F7B07286494042AB387A21855CC03084F7B072864940
1298,McFarlane Tower,beliefs,12,14,"June 8, 2019",0103000020E610000001000000050000007694394CEA845CC0161E8F74618649407694394CEA845CC0D4658C6A6C864940691F86B1E0845CC0D4658C6A6C864940691F86B1E0845CC0161E8F74618649407694394CEA845CC0161E8F7461864940
1300,The Standard Life Tower,dance,10,12,"May 28, 2019",0103000020E61000000100000005000000BF88111DDD845CC031EAFFC12C864940BF88111DDD845CC0F44421133A864940070D58CDCE845CC0F44421133A864940070D58CDCE845CC031EAFFC12C864940BF88111DDD845CC031EAFFC12C864940
1338,Zedi,beliefs,13,15,"June 6, 2019",0103000020E610000001000000050000004FA26F1C42855CC0E2B5A6D4808549404FA26F1C42855CC0590927B38B854940F5EB980439855CC0590927B38B854940F5EB980439855CC0E2B5A6D4808549404FA26F1C42855CC0E2B5A6D480854940
1352,Calgary House,dance,11,13,"May 12, 2019",0103000020E610000001000000050000001AD18778B5845CC04F7633A31F8649401AD18778B5845CC0D25DC8D92A864940791563AAAA845CC0D25DC8D92A864940791563AAAA845CC04F7633A31F8649401AD18778B5845CC04F7633A31F864940
